,Date,salesQ,skuNum
637,2015-08-28,15,FTRCC-BSSLET-SILVER-750 ml
638,2015-08-28,10,FTRCC-PRSM-SILVER-750 ml
639,2015-08-28,10,FTRCC-WIND-BLUE-750 ml
640,2015-08-28,7,FTRCC-OCN750-BLUE-750 ml
641,2015-08-28,10,FTRCC-STRM-BLUE-750 ml
642,2015-08-28,26,FTRCC-BMB750-GOLD-750 ml
643,2015-08-28,23,FTRCC-BTF750-GOLD-750 ml
644,2015-08-28,7,FTRCC-FRST-GREEN-750 ml
645,2015-08-28,5,FTRCC-MSS-GREEN-750 ml
646,2015-08-28,5,FTRCC-SLF750-MINT-750 ml
647,2015-08-28,10,FTRCC-SNG-MINT-750 ml
648,2015-08-28,2,FTR-BLUE500-BLUE-500 ml
649,2015-08-28,2,FTRCC-WSH-MINT-750 ml
650,2015-08-28,7,FTRCC-DOT-GOLD-750 ml
651,2015-08-28,5,FTRCC-HRZN-WOODGRAIN-750 ml
652,2015-08-28,8,FTRCC-BAY-BLUE-750 ml
653,2015-08-28,7,FTRCC-TSNBLUE-BLUE-750 ml
654,2015-08-28,25,FTRCC-SUN1000-SILVER-1000 ml
655,2015-08-28,18,FTRCC-WTWTR1000-SILVER-1000 ml
656,2015-08-28,7,FTRCC-PTNT1000-SILVER-1000 ml
657,2015-08-28,20,FTRCC-ELCTRC1000-BLUE-1000 ml
658,2015-08-28,2,FTR-SLV-SILVER-750 ml
659,2015-08-28,10,FTR-GLD-GOLD-750 ml
660,2015-08-28,1,FTR-BLK-BLACK-750 ml
661,2015-08-28,5,FTR-MNT-MINT-750 ml
662,2015-08-28,6,FTR-SILVER1000-SILVER-1000 ml
663,2015-08-28,2,FTR-BLUE1000-BLUE-1000 ml
664,2015-10-12,35,FTRCC-ABSTR500-BLUE-500 ml
665,2015-10-12,10,FTRCC-WNDW500-BLUE-500 ml
666,2015-10-12,67,FTRCC-BLKWVE-SILVER-750 ml
667,2015-10-12,49,FTRCC-BSSLET-SILVER-750 ml
668,2015-10-12,33,FTRCC-PRSM-SILVER-750 ml
669,2015-10-12,51,FTRCC-WIND-BLUE-750 ml
670,2015-10-12,47,FTRCC-OCN750-BLUE-750 ml
671,2015-10-12,10,FTRCC-STRM-BLUE-750 ml
672,2015-10-12,30,FTRCC-BMB750-GOLD-750 ml
673,2015-10-12,78,FTRCC-BTF750-GOLD-750 ml
674,2015-10-12,24,FTRCC-FRST-GREEN-750 ml
675,2015-10-12,22,FTRCC-MSS-GREEN-750 ml
676,2015-10-12,53,FTRCC-SLF750-MINT-750 ml
677,2015-10-12,10,FTRCC-SNG-MINT-750 ml
678,2015-10-12,18,FTR-BLUE500-BLUE-500 ml
679,2015-10-12,25,FTRCC-WSH-MINT-750 ml
680,2015-10-12,38,FTRCC-DOT-GOLD-750 ml
681,2015-10-12,3,FTRCC-BRD-GOLD-750 ml
682,2015-10-12,44,FTRCC-SUN-SILVER-750 ml
683,2015-10-12,15,FTRCC-TBE-GREEN-750 ml
684,2015-10-12,10,FTRCC-HRZN-WOODGRAIN-750 ml
685,2015-10-12,14,FTRCC-BAY-BLUE-750 ml
686,2015-10-12,33,FTRCC-TSNBLUE-BLUE-750 ml
687,2015-10-12,17,FTRCC-CAMO-SILVER-750 ml
688,2015-10-12,20,FTRCC-SUN1000-SILVER-1000 ml
689,2015-10-12,10,FTRCC-WTWTR1000-SILVER-1000 ml
690,2015-10-12,20,FTRCC-PTNT1000-SILVER-1000 ml
691,2015-10-12,12,FTR-SLV-SILVER-750 ml
692,2015-10-12,25,FTR-GLD-GOLD-750 ml
693,2015-10-12,3,FTR-BLK-BLACK-750 ml
694,2015-10-12,14,FTR-BLUE-BLUE-750 ml
695,2015-10-12,20,FTR-MNT-MINT-750 ml
696,2015-10-12,9,FTR-GRN-GREEN-750 ml
697,2015-10-12,3,FTR-WOODGRAIN-WOODGRAIN-750 ml
698,2015-10-12,20,FTR-SILVER1000-SILVER-1000 ml
699,2015-10-12,6,FTRCC-BLSM-BLOSSOM-BLUE-750 ml
700,2015-11-25,61,FTRCC-BTF500-GOLD-500 ml
701,2015-11-25,10,FTRCC-BLKWVE-SILVER-750 ml
702,2015-11-25,10,FTRCC-BSSLET-SILVER-750 ml
703,2015-11-25,92,FTRCC-PRSM-SILVER-750 ml
704,2015-11-25,20,FTRCC-WIND-BLUE-750 ml
705,2015-11-25,10,FTRCC-STRM-BLUE-750 ml
706,2015-11-25,60,FTRCC-FRST-GREEN-750 ml
707,2015-11-25,10,FTRCC-MSS-GREEN-750 ml
708,2015-11-25,10,FTRCC-SLF750-MINT-750 ml
709,2015-11-25,119,FTRCC-PCE-MINT-750 ml
710,2015-11-25,5,FTRCC-WSH-MINT-750 ml
711,2015-11-25,5,FTRCC-DOT-GOLD-750 ml
712,2015-11-25,87,FTRCC-BRD-GOLD-750 ml
713,2015-11-25,10,FTRCC-SUN-SILVER-750 ml
714,2015-11-25,15,FTRCC-TBE-GREEN-750 ml
715,2015-11-25,61,FTRCC-BLSM-BLOSSOM-BLUE-750 ml
716,2015-11-25,10,FTRCC-BAY-BLUE-750 ml
717,2015-11-25,5,FTRCC-CAMO-SILVER-750 ml
718,2015-11-25,51,FTRCC-WTWTR1000-SILVER-1000 ml
719,2015-11-25,87,FTRCC-ELCTRC1000-BLUE-1000 ml
720,2015-11-25,65,FTRCC-BLBLZ1000-BLUE-1000 ml
721,2015-11-25,13,FTR-SLV-SILVER-750 ml
722,2015-11-25,17,FTR-GLD-GOLD-750 ml
723,2015-11-25,10,FTR-BLUE-BLUE-750 ml
724,2015-11-25,8,FTR-MNT-MINT-750 ml
725,2015-11-25,2,FTR-GRN-GREEN-750 ml
726,2015-11-25,37,FTR-WOODGRAIN-WOODGRAIN-750 ml
727,2015-11-25,20,FTR-SILVER1000-SILVER-1000 ml
728,2015-11-25,11,FTR-BLUE1000-BLUE-1000 ml
729,2015-11-25,57,FTRCC-DFD350
730,2015-11-25,25,FTRCC-GLT350
731,2015-11-25,11,FTR-FLBL500
732,2015-11-25,5,FTR-HTPNK500
733,2015-11-25,11,FTR-SLV500
734,2015-11-25,61,FTRCC-CLD500
735,2015-11-25,83,FTRCC-SNST500
736,2015-11-25,56,FTRCC-SPRNG500
737,2015-11-25,5,FTR-RED
738,2015-11-25,25,FTRCC-SUNSET
739,2015-11-25,54,FTRCC-SKTCH
740,2015-11-25,88,FTRCC-WNDR
741,2015-11-25,46,FTRCC-BBL1000
742,2016-06-13,7,FTRCC-SNST500
743,2016-06-13,3,FTRCC-CLD500
744,2016-06-13,7,FTRCC-KOFE500
745,2016-06-13,3,FTRCC-BMB750-GOLD-750 ml
746,2016-06-13,1,FTRCC-STTC
747,2016-06-13,2,FTRCC-BTF750-GOLD-750 ml
748,2016-06-13,1,FTRCC-DFD350
749,2016-06-13,4,FTRCC-FLK350
750,2016-06-13,3,FTRCC-GLT350
751,2016-06-13,8,FTRCC-BBL1000
752,2016-06-13,1,FTRCC-BLKWVE-SILVER-750 ml
753,2016-06-13,2,FTRCC-PCE-MINT-750 ml
754,2016-06-13,2,FTRCC-DRM
755,2016-06-13,1,FTRCC-CHLL
756,2016-06-13,4,FTRCC-DEEP
757,2016-06-13,1,FTRCC-WSH-MINT-750 ml
758,2016-06-13,2,FTRCC-BAY-BLUE-750 ml
759,2016-06-13,3,FTRCC-CAMO-SILVER-750 ml
760,2016-06-13,1,FTRCC-SHMR
761,2016-06-13,6,FTRCC-WTWTR1000-SILVER-1000 ml
762,2016-06-13,1,FTRCC-WRM
763,2016-06-13,2,FTRCC-SPRNG500
764,2016-06-13,2,FTRCC-WNDR
765,2016-06-13,1,FTRCC-SKTCH
766,2016-06-13,1,FTRCC-BTF500-GOLD-500 ml
767,2016-06-13,3,FTRCC-PRSM-SILVER-750 ml
768,2016-06-13,1,FTRCC-BRD-GOLD-750 ml
769,2016-06-13,2,FTRCC-BLSM-BLOSSOM-BLUE-750 ml
770,2016-06-13,5,FTR-SLV-SILVER-750 ml
771,2016-06-13,5,FTR-GLD-GOLD-750 ml
772,2016-06-13,6,FTR-WOODGRAIN-WOODGRAIN-750 ml
773,2016-06-13,5,FTR-FLBL500
774,2016-06-13,3,FTR-HTPNK500
775,2016-06-13,4,FTR-WOOD500
776,2016-06-13,8,FTR-BLUE-BLUE-750 ml
777,2016-06-13,2,FTR-MNT-MINT-750 ml
778,2016-06-13,4,FTR-SILVER1000-SILVER-1000 ml
779,2016-06-13,3,FTR-RED
780,2016-06-13,5,FTR-SLV500
781,2016-07-18,5,FTRCC-SNST500
782,2016-07-18,2,FTRCC-CLD500
783,2016-07-18,14,FTRCC-KOFE500
784,2016-07-18,15,FTRCC-BMB750
785,2016-07-18,2,FTRCC-BTF750
786,2016-07-18,7,FTRCC-DFD350
787,2016-07-18,7,FTRCC-FLK350
788,2016-07-18,4,FTRCC-GLT350
789,2016-07-18,2,FTRCC-BSSLET
790,2016-07-18,2,FTRCC-BBL1000
791,2016-07-18,5,FTRCC-PCE
792,2016-07-18,6,FTRCC-DRM
793,2016-07-18,2,FTRCC-CHLL
794,2016-07-18,7,FTRCC-DEEP
795,2016-07-18,3,FTRCC-WSH
796,2016-07-18,2,FTRCC-BAY
797,2016-07-18,5,FTRCC-WTWTR1000
798,2016-07-18,5,FTRCC-WRM
799,2016-07-18,6,FTRCC-SPRNG500
800,2016-07-18,10,FTRCC-SKTCH
801,2016-07-18,3,FTRCC-BTF500
802,2016-07-18,12,FTRCC-PRSM
803,2016-07-18,10,FTRCC-BRD
804,2016-07-18,11,FTRCC-BLSM
805,2016-07-18,11,FTR-SLV
806,2016-07-18,6,FTR-GLD
807,2016-07-18,1,FTR-FLBL500
808,2016-07-18,2,FTR-HTPNK500
809,2016-07-18,8,FTR-WOOD500
810,2016-07-18,9,FTR-BLUE
811,2016-07-18,3,FTR-MNT
812,2016-07-18,5,FTR-Blue1000
813,2016-07-18,2,FTR-SILVER1000
814,2016-07-18,3,FTR-RED
815,2016-07-18,4,FTR-SLV500
816,2016-07-18,2,FTRCC-DOT
817,2016-07-18,5,FTRCC-BLBCHS
818,2016-07-18,10,FTRCC-SUN
819,2016-09-12,4,FTRCC-SNST500
820,2016-09-12,2,FTRCC-KOFE500
821,2016-09-12,1,FTRCC-BMB750-GOLD-750 ml
822,2016-09-12,3,FTRCC-STTC
823,2016-09-12,8,FTRCC-BTF750-GOLD-750 ml
824,2016-09-12,10,FTRCC-DFD350
825,2016-09-12,6,FTRCC-FLK350
826,2016-09-12,1,FTRCC-BSSLET-SILVER-750 ml
827,2016-09-12,2,FTRCC-BBL1000
828,2016-09-12,6,FTRCC-PCE-MINT-750 ml
829,2016-09-12,4,FTRCC-DRM
830,2016-09-12,2,FTRCC-CHLL
831,2016-09-12,4,FTRCC-DEEP
832,2016-09-12,1,FTRCC-WSH-MINT-750 ml
833,2016-09-12,4,FTRCC-WTWTR1000-SILVER-1000 ml
834,2016-09-12,2,FTRCC-WRM
835,2016-09-12,7,FTRCC-SPRNG500
836,2016-09-12,3,FTRCC-BTF500-GOLD-500 ml
837,2016-09-12,5,FTRCC-PRSM-SILVER-750 ml
838,2016-09-12,4,FTRCC-BRD-GOLD-750 ml
839,2016-09-12,2,FTRCC-BLSM-BLOSSOM-BLUE-750 ml
840,2016-09-12,4,FTR-SLV-SILVER-750 ml
841,2016-09-12,3,FTR-GLD-GOLD-750 ml
842,2016-09-12,1,FTR-WOODGRAIN-WOODGRAIN-750 ml
843,2016-09-12,2,FTR-FLBL500
844,2016-09-12,1,FTR-HTPNK500
845,2016-09-12,2,FTR-WOOD500
846,2016-09-12,1,FTR-BLUE-BLUE-750 ml
847,2016-09-12,2,FTR-MNT-MINT-750 ml
848,2016-09-12,1,FTR-RED
849,2016-09-12,3,FTR-SLV500
850,2016-09-12,1,FTRCC-DOT
851,2016-09-12,1,FTRCC-BLBCHS
852,2016-09-12,2,FTRCC-SUN
853,2016-09-12,10,FTR-Blue1000
854,2016-09-12,7,FTRCC-CLM500
855,2016-09-12,3,FTRCC-DGN500
856,2016-09-12,4,FTRCC-CRNT500
857,2016-09-12,11,FTRCC-MST
858,2016-09-12,22,FTRCC-ORNT
859,2016-09-12,1,FTRCC-TARX
860,2016-09-12,3,FTRCC-BEAM
861,2016-09-12,12,FTRCC-KORU1000
862,2016-09-12,19,FTRCC-CRCT1000
863,2016-10-31,20,FTRCC-SUN1000-SILVER-1000 ml
864,2016-10-31,2,FTRCC-SHMR
865,2016-10-31,2,FTRCC-SKTCH
866,2016-10-31,2,FTRCC-SNST500
867,2016-10-31,1,FTRCC-KOFE500
868,2016-10-31,2,FTRCC-BMB750-GOLD-750 ml
869,2016-10-31,2,FTRCC-STTC
870,2016-10-31,24,FTRCC-BTF750-GOLD-750 ml
871,2016-10-31,2,FTRCC-DFD350
872,2016-10-31,13,FTRCC-FLK350
873,2016-10-31,10,FTRCC-SUN
874,2016-10-31,2,FTRCC-BSSLET-SILVER-750 ml
875,2016-10-31,19,FTRCC-BBL1000
876,2016-10-31,2,FTRCC-PCE-MINT-750 ml
877,2016-10-31,16,FTRCC-DRM
878,2016-10-31,40,FTRCC-CHLL
879,2016-10-31,10,FTRCC-DEEP
880,2016-10-31,2,FTRCC-WSH-MINT-750 ml
881,2016-10-31,10,FTRCC-WTWTR1000-SILVER-1000 ml
882,2016-10-31,2,FTRCC-WRM
883,2016-10-31,15,FTRCC-BTF500-GOLD-500 ml
884,2016-10-31,21,FTRCC-PRSM-SILVER-750 ml
885,2016-10-31,6,FTR-Blue1000
886,2016-10-31,11,FTR-SLV-SILVER-750 ml
887,2016-10-31,4,FTR-GLD-GOLD-750 ml
888,2016-10-31,27,FTR-WOODGRAIN-WOODGRAIN-750 ml
889,2016-10-31,4,FTR-FLBL500
890,2016-10-31,1,FTR-HTPNK500
891,2016-10-31,8,FTR-WOOD500
892,2016-10-31,2,FTR-MNT-MINT-750 ml
893,2016-10-31,14,FTR-SILVER1000-SILVER-1000 ml
894,2016-10-31,11,FTRCC-CLM500
895,2016-10-31,19,FTRCC-DGN500
896,2016-10-31,8,FTRCC-CRNT500
897,2016-10-31,12,FTRCC-MST
898,2016-10-31,23,FTRCC-ORNT
899,2016-10-31,5,FTRCC-TARX
900,2016-10-31,3,FTRCC-BEAM
901,2016-10-31,4,FTRCC-SLF750
902,2016-10-31,17,FTRCC-KORU1000
903,2016-10-31,16,FTRCC-CRCT1000
904,2016-10-31,13,FTRCC-MDNT1000
905,2016-10-31,5,FTRCC-BLBLZ1000
906,2016-10-31,8,FTRCC-ELCTRC1000
907,2016-10-31,11,FTRCC-BLKWVE1000
908,2016-12-15,18,FTRCC-FLK350
909,2016-12-15,1,FTR-SLV500
910,2016-12-15,4,FTRCC-BTF500
911,2016-12-15,17,FTRCC-SPRNG500
912,2016-12-15,1,FTRCC-CRNT500
913,2016-12-15,12,FTR-SLV
914,2016-12-15,20,FTR-GLD
915,2016-12-15,2,FTR-BLUE
916,2016-12-15,2,FTR-MNT
917,2016-12-15,18,FTRCC-BRD
918,2016-12-15,17,FTRCC-SKTCH
919,2016-12-15,23,FTRCC-BTF750
920,2016-12-15,38,FTRCC-PCE
921,2016-12-15,5,FTRCC-CHLL
922,2016-12-15,22,FTRCC-PRSM
923,2016-12-15,1,FTRCC-BLBCHS
924,2016-12-15,1,FTRCC-MST
925,2016-12-15,41,FTRCC-ORNT
926,2016-12-15,1,FTRCC-TARX
927,2016-12-15,6,FTRCC-BEAM
928,2016-12-15,62,FTRCC-SLF750
929,2016-12-15,7,FTRCC-BSSLET
930,2016-12-15,1,FTR-BLUE1000
931,2016-12-15,26,FTR-SILVER1000
932,2016-12-15,31,FTRCC-BBL1000
933,2016-12-15,30,FTRCC-KORU1000
934,2016-12-15,2,FTRCC-CRCT1000
935,2016-12-15,2,FTRCC-MDNT1000
936,2016-12-15,30,FTRCC-BLBLZ1000
937,2016-12-15,43,FTRCC-ELCTRC1000
938,2016-12-15,33,FTRCC-BLKWVE1000
939,2016-12-15,17,FTRCC-FRND500
940,2016-12-15,12,FTRCC-BRD500
941,2016-12-15,10,FTRCC-RSE500
942,2016-12-15,8,FTRCC-AZTC500
943,2016-12-15,15,FTRCC-BMB750
944,2016-12-15,24,FTRCC-LEAF
945,2016-12-15,16,FTRCC-CPKRU
946,2016-12-15,11,FTRCC-SWRL
947,2016-12-15,12,FTRCC-POOL
948,2016-12-15,11,FTRCC-WIND
949,2016-12-15,8,FTRCC-TSN750
950,2016-12-15,10,FTRCC-BIGBLU
951,2016-12-15,11,FTRCC-LIGHT
952,2016-12-15,6,FTRCC-BLKWVE
953,2016-12-15,7,FTRCC-CRCT
954,2017-01-05,9,FTRCC-DFD350
955,2017-01-05,3,FTRCC-FLK350
956,2017-01-05,15,FTR- WOOD500
957,2017-01-05,4,FTR- FLBL500
958,2017-01-05,2,FTR-SLV500
959,2017-01-05,6,FTRCC-BTF500
960,2017-01-05,13,FTRCC-CLM500
961,2017-01-05,2,FTRCC-SPRNG500
962,2017-01-05,10,FTRCC-DGN500
963,2017-01-05,1,FTRCC-CRNT500
964,2017-01-05,2,FTR-SLV
965,2017-01-05,10,FTR-GLD
966,2017-01-05,2,FTR-BLUE
967,2017-01-05,8,FTR-MNT
968,2017-01-05,18,FTR-WOODGRAIN
969,2017-01-05,16,FTRCC-BRD
970,2017-01-05,1,FTRCC-SKTCH
971,2017-01-05,13,FTRCC-BTF750
972,2017-01-05,25,FTRCC-PCE
973,2017-01-05,17,FTRCC-DRM
974,2017-01-05,5,FTRCC-CHLL
975,2017-01-05,10,FTRCC-DEEP
976,2017-01-05,1,FTRCC-WSH
977,2017-01-05,11,FTRCC-WNDR
978,2017-01-05,1,FTRCC-BLBCHS
979,2017-01-05,2,FTRCC-STTC
980,2017-01-05,1,FTRCC-MST
981,2017-01-05,18,FTRCC-ORNT
982,2017-01-05,1,FTRCC-TARX
983,2017-01-05,6,FTRCC-BEAM
984,2017-01-05,17,FTRCC-SLF750
985,2017-01-05,2,FTRCC-BSSLET
986,2017-01-05,12,FTR-SILVER1000
987,2017-01-05,21,FTRCC-SUN1000
988,2017-01-05,15,FTRCC-WTWTR1000
989,2017-01-05,16,FTRCC-BBL1000
990,2017-01-05,13,FTRCC-BLKWVE1000
991,2017-01-05,8,FTRCC-FRND500
992,2017-01-05,19,FTRCC-BRD500
993,2017-01-05,3,FTRCC-RSE500
994,2017-01-05,10,FTRCC-AZTC500
995,2017-01-05,3,FTRCC-BMB750
996,2017-01-05,9,FTRCC-LEAF
997,2017-01-05,11,FTRCC-CPKRU
998,2017-01-05,6,FTRCC-SWRL
999,2017-01-05,4,FTRCC-POOL
1000,2017-01-05,4,FTRCC-WIND
1001,2017-01-05,2,FTRCC-TSN750
1002,2017-01-05,5,FTRCC-BIGBLU
1003,2017-01-05,2,FTRCC-LIGHT
1004,2017-01-05,2,FTRCC-BLKWVE
1005,2017-01-05,5,FTRCC-CRCT
1006,2017-02-06,6,FTRCC-DFD350
1007,2017-02-06,5,FTRCC-FLK350
1008,2017-02-06,7,FTR- WOOD500
1009,2017-02-06,2,FTR- FLBL500
1010,2017-02-06,1,FTR-SLV500
1011,2017-02-06,10,FTRCC-BTF500
1012,2017-02-06,17,FTRCC-CLM500
1013,2017-02-06,13,FTRCC-SPRNG500
1014,2017-02-06,6,FTRCC-DGN500
1015,2017-02-06,1,FTRCC-CRNT500
1016,2017-02-06,2,FTR-SLV
1017,2017-02-06,4,FTR-GLD
1018,2017-02-06,2,FTR-BLUE
1019,2017-02-06,8,FTR-MNT
1020,2017-02-06,13,FTR-WOODGRAIN
1021,2017-02-06,16,FTRCC-BRD
1022,2017-02-06,2,FTRCC-SKTCH
1023,2017-02-06,2,FTRCC-BTF750
1024,2017-02-06,17,FTRCC-PCE
1025,2017-02-06,23,FTRCC-DRM
1026,2017-02-06,2,FTRCC-CHLL
1027,2017-02-06,4,FTRCC-DEEP
1028,2017-02-06,13,FTRCC-WNDR
1029,2017-02-06,2,FTRCC-PRSM
1030,2017-02-06,12,FTRCC-STTC
1031,2017-02-06,1,FTRCC-MST
1032,2017-02-06,7,FTRCC-ORNT
1033,2017-02-06,1,FTRCC-TARX
1034,2017-02-06,4,FTRCC-BEAM
1035,2017-02-06,11,FTRCC-SLF750
1036,2017-02-06,7,FTRCC-BSSLET
1037,2017-02-06,29,FTR-SILVER1000
1038,2017-02-06,20,FTRCC-SUN1000
1039,2017-02-06,10,FTRCC-WTWTR1000
1040,2017-02-06,28,FTRCC-BBL1000
1041,2017-02-06,32,FTRCC-BLKWVE1000
1042,2017-02-06,7,FTRCC-WNDW500
1043,2017-02-06,10,FTRCC-FRND500
1044,2017-02-06,6,FTRCC-BRD500
1045,2017-02-06,5,FTRCC-RSE500
1046,2017-02-06,5,FTRCC-AZTC500
1047,2017-02-06,1,FTRCC-WTWTR
1048,2017-02-06,7,FTRCC-BMB750
1049,2017-02-06,16,FTRCC-LEAF
1050,2017-02-06,17,FTRCC-CPKRU
1051,2017-02-06,14,FTRCC-SWRL
1052,2017-02-06,6,FTRCC-POOL
1053,2017-02-06,8,FTRCC-WIND
1054,2017-02-06,5,FTRCC-TSN750
1055,2017-02-06,4,FTRCC-BIGBLU
1056,2017-02-06,7,FTRCC-LIGHT
1057,2017-02-06,2,FTRCC-BLKWVE
1058,2017-02-06,1,FTRCC-CRCT
1059,2017-03-06,6,FTRCC-DFD350
1060,2017-03-06,7,FTRCC-FLK350
1061,2017-03-06,11,FTR- WOOD500
1062,2017-03-06,5,FTR- FLBL500
1063,2017-03-06,2,FTR-SLV500
1064,2017-03-06,2,FTR-HTPNK500
1065,2017-03-06,3,FTR-MNT500
1066,2017-03-06,10,FTRCC-SPRNG500
1067,2017-03-06,12,FTRCC-SNST500
1068,2017-03-06,23,FTRCC-MNTWNDW500
1069,2017-03-06,1,FTRCC-CRNT500
1070,2017-03-06,8,FTR-SLV
1071,2017-03-06,10,FTR-GLD
1072,2017-03-06,1,FTR-BLUE
1073,2017-03-06,10,FTR-MNT
1074,2017-03-06,11,FTR-WOODGRAIN
1075,2017-03-06,23,FTRCC-BRD
1076,2017-03-06,16,FTRCC-PCE
1077,2017-03-06,3,FTRCC-WSH
1078,2017-03-06,3,FTRCC-HRZN
1079,2017-03-06,6,FTRCC-GLDKORU
1080,2017-03-06,6,FTRCC-GLDBSSLET
1081,2017-03-06,2,FTRCC-GLDCRCT
1082,2017-03-06,6,FTRCC-WDBSSLET
1083,2017-03-06,11,FTRCC-WNDR
1084,2017-03-06,22,FTRCC-PRSM
1085,2017-03-06,14,FTRCC-STTC
1086,2017-03-06,8,FTRCC-MST
1087,2017-03-06,10,FTRCC-ORNT
1088,2017-03-06,1,FTRCC-TARX
1089,2017-03-06,4,FTRCC-BEAM
1090,2017-03-06,18,FTRCC-SLF750
1091,2017-03-06,5,FTRCC-BSSLET
1092,2017-03-06,15,FTR-BLUE1000
1093,2017-03-06,4,FTRCC-CRCT1000
1094,2017-03-06,25,FTRCC-MDNT1000
1095,2017-03-06,2,FTRCC-BLBLZ1000
1096,2017-03-06,30,FTRCC-ELCTRC1000
1097,2017-03-06,17,FTRCC-BLUESUN1000
1098,2017-03-06,15,FTRCC-BLUEKORU1000
1099,2017-03-06,2,FTRCC-WNDW500
1100,2017-03-06,5,FTRCC-FRND500
1101,2017-03-06,1,FTRCC-RSE500
1102,2017-03-06,5,FTRCC-AZTC500
1103,2017-03-06,3,FTRCC-WTWTR
1104,2017-03-06,3,FTRCC-BMB750
1105,2017-03-06,10,FTRCC-LEAF
1106,2017-03-06,7,FTRCC-CPKRU
1107,2017-03-06,1,FTRCC-POOL
1108,2017-03-06,1,FTRCC-WIND
1109,2017-03-06,1,FTRCC-TSN750
1110,2017-03-06,3,FTRCC-BIGBLU
1111,2017-03-06,7,FTRCC-LIGHT
1112,2017-03-06,2,FTRCC-BLKWVE
1113,2017-03-06,6,FTRCC-CRCT
1114,2014-11-28,7,FTRCC-BTF500
1115,2014-11-28,4,FTRCC-BLKFRST
1116,2014-11-28,4,FTRCC-WLKBLK 
1117,2014-11-28,4,FTRCC-GLDBSLT
1118,2014-11-28,9,FTRCC-BMU750
1119,2014-11-28,5,FTRCC-TSN750
1120,2014-11-28,20,FTRCC-OCN750
1121,2014-11-28,10,FTRCC-SLF750
1122,2014-11-28,12,FTRCC-BLG750
1123,2014-11-28,18,FTRCC-FLK750
1124,2014-11-28,12,FTRCC-DLP750
1125,2014-11-28,19,FTRCC-BMB750
1126,2014-11-28,10,FTRCC-ANG
1127,2014-11-28,13,FTRCC-BLBCHS
1128,2014-11-28,13,FTRCC-BIGBLUE
1129,2014-11-28,5,FTRCC-RAINBOW
1130,2014-11-28,7,FTRCC-BSSLET
1131,2014-11-28,10,FTR-SILVER1000
1132,2014-11-28,10,FTR-BLUE1000
1133,2014-11-28,1,FTR-BLUE500
1134,2014-11-28,4,FTR-BLUE
1135,2014-11-28,2,FTR-SLV
1136,2015-04-23,5,FTR-SLV
1137,2015-04-23,9,FTR-GLD
1138,2015-04-23,7,FTR-BLUE
1139,2015-04-23,3,FTR-GRN
1140,2015-04-23,9,FTR-BLK
1141,2015-04-23,19,FTR-BLUE500
1142,2015-04-23,15,FTR-GLD500
1143,2015-04-23,21,FTR-BLUE1000
1144,2015-04-23,30,FTR-SILVER1000
1145,2015-04-23,15,FTRCC-BSSLET
1146,2015-04-23,10,FTRCC-BIGBLUE
1147,2015-04-23,40,FTRCC-BLKWVE
1148,2015-04-23,17,FTRCC-BLBCHS
1149,2015-04-23,30,FTRCC-WIND
1150,2015-04-23,41,FTRCC-BTF750
1151,2015-04-23,10,FTRCC-BLSM750
1152,2015-04-23,5,FTRCC-BMU750
1153,2015-04-23,5,FTRCC-AUTGLD
1154,2015-04-23,5,FTRCC-WLKBLK
1155,2015-04-23,5,FTRCC-ETH500
1156,2015-04-23,19,FTRCC-SUN
1157,2015-04-23,12,FTRCC-CAMO
1158,2015-04-23,14,FTRCC-BAY
1159,2015-04-23,32,FTRCC-HRZN
1160,2015-04-23,10,FTRCC-TBE
1161,2015-04-23,10,FTRCC-FRSTKORU
1162,2015-04-23,20,FTRCC-SUN1000
1163,2015-04-23,40,FTRCC-BLKWVE1000
1164,2015-04-23,11,FTRCC-GLDSNG
1165,2015-04-23,47,FTRCC-SNG
1166,2015-04-23,11,FTRCC-WSH
1167,2015-04-23,32,FTRCC-BRD
1168,2015-04-23,21,FTRCC-DOT
1169,2015-04-23,3,FTRCC-GRNHRZN
1170,2015-04-23,7,FTRCC-GRNBRD
1171,2015-04-23,6,FTR-MNT
1172,2015-04-23,12,FTR-WOODGRAIN
1173,2015-04-23,14,FTRCC-TSNBLUE
1174,2015-04-23,16,FTRCC-BLUESUN
1175,2015-04-23,10,FTRCC-BLUECAMO
1176,2015-04-23,5,FTRCC-BLBCHSMNT
1177,2015-04-23,34,FTRCC-BTFMNT
1178,2015-04-23,14,FTRCC-TSNMNT
1179,2014-10-28,19,FTRCC-BTF500
1180,2014-10-28,19,FTRCC-BMU750
1181,2014-10-28,20,FTRCC-TSN750
1182,2014-10-28,7,FTRCC-OCN750
1183,2014-10-28,21,FTRCC-BLSM750
1184,2014-10-28,12,FTRCC-SLF750
1185,2014-10-28,11,FTRCC-BLG750
1186,2014-10-28,22,FTRCC-FLK750
1187,2014-10-28,25,FTRCC-BTF750
1188,2014-10-28,14,FTRCC-DLP750
1189,2014-10-28,19,FTRCC-BMB750
1190,2014-10-28,8,FTRCC-AUTUMN
1191,2014-10-28,5,FTRCC-WIND
1192,2014-10-28,7,FTRCC-NOVA
1193,2014-10-28,7,FTRCC-SEA500
1194,2014-10-28,6,FTRCC-ANG
1195,2014-10-28,5,FTRCC-WLK
1196,2014-10-28,16,FTRCC-BLBCHS
